c1,c2,c3,c4
350112107210,国营农场第二作业区村,5,350112107000
350112107211,国营农场第三作业区村,5,350112107000
350112107212,国营农场第四作业区村,5,350112107000
350112107214,国营农场第八作业区村,5,350112107000
350112108000,鹤上镇,4,350112000000
350112108201,仙街村,5,350112108000
350112108202,新览村,5,350112108000
350112108203,岐阳村,5,350112108000
350112108204,云江村,5,350112108000
350112108205,云路村,5,350112108000
350112108206,洞湖村,5,350112108000
350112108207,峰顶村,5,350112108000
350112108208,峰陈村,5,350112108000
350112108209,白眉村,5,350112108000
350112108210,东平村,5,350112108000
350112108211,大架村,5,350112108000
350112108212,大厝村,5,350112108000
350112108213,上李村,5,350112108000
350112108214,京林村,5,350112108000
350112108215,莲花村,5,350112108000
350112108216,湖尾村,5,350112108000
350112108217,路北村,5,350112108000
350112108218,桃坑村,5,350112108000
350112108219,环东湖村,5,350112108000
350112108220,青桥村,5,350112108000
350112108221,岱岭村,5,350112108000
350112108222,北山村,5,350112108000
350112110000,湖南镇,4,350112000000
350112110001,湖南社区,5,350112110000
350112110201,湖滨村,5,350112110000
350112110202,仙富村,5,350112110000
350112110203,西宅村,5,350112110000
350112110204,仙宅村,5,350112110000
350112110205,蔡宅村,5,350112110000
350112110206,闽沙村,5,350112110000
350112110207,闽鹏村,5,350112110000
350112110208,鹏陈村,5,350112110000
350112110209,鹏谢村,5,350112110000
350112110210,大鹤村,5,350112110000
350112111000,金峰镇,4,350112000000
350112111001,金峰社区,5,350112111000
350112111002,胪峰社区,5,350112111000
350112111201,凤洋村,5,350112111000
350112111202,塘下村,5,350112111000
350112111203,集仙村,5,350112111000
350112111204,塔光村,5,350112111000
350112111205,三星村,5,350112111000
350112111206,前林村,5,350112111000
350112111207,首峰村,5,350112111000
350112111208,首台村,5,350112111000
350112111209,华阳村,5,350112111000
350112111210,华刘村,5,350112111000
350112111211,仙高村,5,350112111000
350112111212,陈店村,5,350112111000
350112111213,后团村,5,350112111000
350112111214,凤山村,5,350112111000
350112111215,金峰村,5,350112111000
350112111216,六林村,5,350112111000
350112111217,兰田村,5,350112111000
350112111218,锦凤村,5,350112111000
350112111219,陈墩头村,5,350112111000
350112112000,文岭镇,4,350112000000
350112112201,文岭村,5,350112112000
350112112202,后董村,5,350112112000
350112112203,前董村,5,350112112000
350112112204,石壁村,5,350112112000
350112112205,东庄村,5,350112112000
350112112206,沙头顶村,5,350112112000
350112112207,山边刘村,5,350112112000
350112112208,郑朱村,5,350112112000
350112112209,东吴村,5,350112112000
350112112210,凤庄村,5,350112112000
350112112211,阜山村,5,350112112000
350112112212,龙塘村,5,350112112000
350112113000,梅花镇,4,350112000000
350112113001,梅城社区,5,350112113000
350112113002,梅南社区,5,350112113000
350112113003,梅东社区,5,350112113000
350112113004,梅西社区,5,350112113000
350112113005,梅北社区,5,350112113000
350112113202,梅新村,5,350112113000
350112114000,潭头镇,4,350112000000
350112114201,文溪村,5,350112114000
350112114202,溪新村,5,350112114000
350112114203,霞江村,5,350112114000
350112114204,克凤村,5,350112114000
350112114205,碧岭村,5,350112114000
350112114206,边兰村,5,350112114000
350112114207,岱灵村,5,350112114000
350112114208,石马村,5,350112114000
350112114209,元岱村,5,350112114000
350112114210,汶上村,5,350112114000
350112114211,文石村,5,350112114000
350112114212,江塘村,5,350112114000
350112114213,泽里村,5,350112114000
350112114214,潭头村,5,350112114000
350112114215,厚东村,5,350112114000
350112114216,沙堤村,5,350112114000
350112114217,岭南村,5,350112114000
350112114218,岱西村,5,350112114000
350112114219,二刘村,5,350112114000
350112114220,大宏村,5,350112114000
350112114221,曹朱村,5,350112114000
350112114222,菊潭村,5,350112114000
350112114223,福星村,5,350112114000
350112200000,罗联乡,4,350112000000
350112200201,三山村,5,350112200000
350112200202,吴村,5,350112200000
350112200203,顶头村,5,350112200000
350112200204,马厝村,5,350112200000
350112200205,大坪村,5,350112200000
350112200206,东林村,5,350112200000
350112200207,方厝村,5,350112200000
350112200208,马台村,5,350112200000
350112201000,猴屿乡,4,350112000000
350112201201,猴屿村,5,350112201000
350112201202,张村,5,350112201000
350112201203,浮岐村,5,350112201000
350112201204,象屿村,5,350112201000
350121000000,闽侯县,3,350100000000
350121001000,甘蔗街道,4,350121000000
350121001001,福龙社区,5,350121001000
350121001002,三福社区,5,350121001000
350121001003,双福社区,5,350121001000
350121001004,滨江社区,5,350121001000
350121001005,瀛洲社区,5,350121001000
350121001201,青岐村,5,350121001000
350121001202,十字村,5,350121001000
350121001203,长江村,5,350121001000
350121001204,大元村,5,350121001000
350121001205,双池村,5,350121001000
350121001206,五福村,5,350121001000
350121001207,化龙村,5,350121001000
350121001208,三英村,5,350121001000
350121001209,山前村,5,350121001000
350121001210,横屿村,5,350121001000
350121001211,昙石村,5,350121001000
350121001212,洽浦村,5,350121001000
350121001213,南山村,5,350121001000
350121001214,流洋村,5,350121001000
350121101000,白沙镇,4,350121000000
350121101001,白沙社区,5,350121101000
350121101002,闽兴社区,5,350121101000
350121101003,云头岭社区,5,350121101000
350121101004,木帆社社区,5,350121101000
350121101201,白沙村,5,350121101000
350121101202,大濑村,5,350121101000
350121101203,马坑村,5,350121101000
350121101204,汶溪村,5,350121101000
350121101205,溪头村,5,350121101000
350121101206,楼格村,5,350121101000
350121101207,孔元村,5,350121101000
350121101208,井下村,5,350121101000
350121101209,新坡村,5,350121101000
350121101210,上寨村,5,350121101000
350121101211,林柄村,5,350121101000
350121101212,大目溪村,5,350121101000
350121101213,院埕村,5,350121101000
350121101214,梧桐下村,5,350121101000
350121101215,汤院村,5,350121101000
350121101216,大目埕村,5,350121101000
350121101217,洋石村,5,350121101000
350121101218,唐举村,5,350121101000
350121101219,上岐村,5,350121101000
350121101220,联坑村,5,350121101000
350121101221,坑头村,5,350121101000
350121102000,南屿镇,4,350121000000
350121102001,南屿社区,5,350121102000
350121102002,南旗社区,5,350121102000
350121102003,旗山文城社区,5,350121102000
350121102201,龙泉村,5,350121102000
350121102202,九都村,5,350121102000
350121102203,桐南村,5,350121102000
350121102204,窗厦村,5,350121102000
350121102205,芝田村,5,350121102000
350121102206,玉田村,5,350121102000
350121102207,茂田村,5,350121102000
350121102208,新联村,5,350121102000
350121102209,五都村,5,350121102000
350121102210,中溪村,5,350121102000
350121102211,尧沙村,5,350121102000
350121102212,江口村,5,350121102000
350121102213,柳浪村,5,350121102000
350121102214,六十份村,5,350121102000
350121102215,后山村,5,350121102000
350121102216,流州村,5,350121102000
350121102217,元峰村,5,350121102000
350121102218,高岐村,5,350121102000
350121102219,葛岐村,5,350121102000
350121102220,晓岐村,5,350121102000
350121102221,南井村,5,350121102000
350121102222,南前村,5,350121102000
350121102500,南屿林场生活区,5,350121102000
350121103000,尚干镇,4,350121000000
350121103001,尚干社区,5,350121103000
350121103002,浦里社区,5,350121103000
350121103201,东升村,5,350121103000
350121103202,过浦村,5,350121103000
350121103203,洋中村,5,350121103000
350121103204,后村,5,350121103000
350121103205,乌门村,5,350121103000
350121103206,亭上村,5,350121103000
350121103207,红新村,5,350121103000
350121103208,龙醒村,5,350121103000
350121103209,后福村,5,350121103000
350121103210,后浦村,5,350121103000
350121103211,后厝村,5,350121103000
350121104000,祥谦镇,4,350121000000
350121104001,峡南社区,5,350121104000
350121104002,新建社区,5,350121104000
350121104201,兰圃村,5,350121104000
350121104202,枕峰村,5,350121104000
350121104203,泮洋村,5,350121104000
350121104204,凤港村,5,350121104000
350121104205,洋下村,5,350121104000
350121104206,双龙村,5,350121104000
350121104207,琯前村,5,350121104000
350121104208,岐尾村,5,350121104000
350121104209,澜澄村,5,350121104000
350121104210,虎山村,5,350121104000
350121104211,卜洲村,5,350121104000
350121104212,辅翼村,5,350121104000
350121104213,三溪口村,5,350121104000
350121104214,中院村,5,350121104000
350121104215,门口村,5,350121104000
350121104216,肖家道村会,5,350121104000
350121104217,禄家村,5,350121104000
350121104218,江中村,5,350121104000
350121105000,青口镇,4,350121000000
350121105001,青新社区,5,350121105000
350121105002,青口社区,5,350121105000
350121105201,东台村,5,350121105000
350121105202,西台村,5,350121105000
350121105203,联丰村,5,350121105000
350121105204,坊口村,5,350121105000
350121105205,溪东村,5,350121105000
350121105206,前街村,5,350121105000
350121105207,后街村,5,350121105000
350121105208,大埕村,5,350121105000
350121105209,长楼村,5,350121105000
350121105210,船尾村,5,350121105000
350121105211,宏一村,5,350121105000
350121105212,宏二村,5,350121105000
350121105213,宏三村,5,350121105000
350121105214,宏四村,5,350121105000
350121105215,吉山村,5,350121105000
350121105216,后福村,5,350121105000
350121105217,青林村,5,350121105000
350121105218,联光村,5,350121105000
350121105219,梅岭村,5,350121105000
350121105220,莲峰村,5,350121105000
350121105221,付竹村民委员会,5,350121105000
350121105222,梅溪村,5,350121105000
350121105223,沪屿村,5,350121105000
350121105224,村里村,5,350121105000
350121105225,壶山村,5,350121105000
350121105226,农光村,5,350121105000
350121105227,庄头村,5,350121105000
350121105228,杨厝村,5,350121105000
350121105229,镜上村,5,350121105000
350121105231,团结村,5,350121105000
350121105232,文华村,5,350121105000
350121105233,青秀村,5,350121105000
350121105234,升旗村,5,350121105000
350121105235,红旗村,5,350121105000
350121105236,幸福村,5,350121105000
350121105237,青布里村,5,350121105000
350121105238,青布岭村,5,350121105000
350121105239,前洋村,5,350121105000
350121106000,南通镇,4,350121000000
350121106001,南通社区,5,350121106000
350121106002,桥街社区,5,350121106000
350121106202,银安村,5,350121106000
350121106203,洲头村,5,350121106000
350121106204,上洲村,5,350121106000
350121106205,泽苗村,5,350121106000
350121106206,廷宅村,5,350121106000
350121106207,泽洋村,5,350121106000
350121106209,陈厝村,5,350121106000
350121106210,罗州村,5,350121106000
350121106211,瓜山村,5,350121106000
350121106212,建南村,5,350121106000
350121106213,古城村,5,350121106000
350121106214,文山村,5,350121106000
350121106215,马腾村,5,350121106000
350121106216,新岐村,5,350121106000
350121106217,方庄村,5,350121106000
350121107000,上街镇,4,350121000000
350121107001,上街社区,5,350121107000
350121107002,新峰社区,5,350121107000
350121107003,红峰社区,5,350121107000
350121107004,庄南社区,5,350121107000
350121107005,博海湾社区,5,350121107000
350121107201,侯官村,5,350121107000
350121107202,厚美村,5,350121107000
350121107206,沙堤村,5,350121107000
350121107207,联心村,5,350121107000
350121107208,榕桥村,5,350121107000
350121107210,溪源宫村,5,350121107000
350121107211,美岐村,5,350121107000
350121107212,青州村,5,350121107000
350121107213,岐安村,5,350121107000
350121107214,岐头村,5,350121107000
350121107215,中美村,5,350121107000
350121107216,金屿村,5,350121107000
350121107217,浦口村,5,350121107000
350121107218,建平村,5,350121107000
350121107219,蔗洲村,5,350121107000
350121107220,厚庭村,5,350121107000
350121107221,马保村,5,350121107000
350121107222,新洲村,5,350121107000
350121107223,马排村,5,350121107000
350121108000,荆溪镇,4,350121000000
350121108001,荆溪社区,5,350121108000
350121108002,厚屿社区,5,350121108000
350121108003,古山洲社区,5,350121108000
350121108004,永丰社区,5,350121108000
350121108005,大佳社区,5,350121108000
350121108006,福鼓社区,5,350121108000
350121108201,荷洋村,5,350121108000
350121108202,仁洲村,5,350121108000
350121108203,六墩村民委员会,5,350121108000
350121108204,关中村,5,350121108000
350121108205,关西村,5,350121108000
350121108206,埔前村,5,350121108000
350121108207,关东村,5,350121108000
350121108208,关口村,5,350121108000
350121108210,溪下村,5,350121108000
350121108211,港头村,5,350121108000
350121108212,光明村,5,350121108000
350121108213,桐口村,5,350121108000
350121108216,桃田村,5,350121108000
350121200000,竹岐乡,4,350121000000
350121200201,苏洋村,5,350121200000
350121200202,白龙村,5,350121200000
350121200203,春风村,5,350121200000
350121200204,榕东村,5,350121200000
350121200205,榕中村,5,350121200000
350121200206,榕西村,5,350121200000
350121200207,汶洲村,5,350121200000
350121200208,山洋村,5,350121200000
350121200209,竹岐村,5,350121200000
350121200210,竹西村,5,350121200000
350121200211,元格村,5,350121200000
350121200212,火炬村,5,350121200000
350121200213,半岭村,5,350121200000
